,BeginDate,EndDate,Type,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,gender,SeniorCitizen,Partner,Dependents,MultipleLines,TenureMonths,ChargeGroup
4194,2014-03-01,,Two year,Yes,Credit card (automatic),25.95,1801.9,0,No,No,No,No,No,No,No,Female,0,Yes,No,Yes,72,Low
4195,2016-05-01,,Month-to-month,Yes,Electronic check,70.05,3062.45,0,DSL,Yes,No,No,Yes,No,Yes,Female,1,No,No,Yes,46,High
4196,2014-04-01,,Two year,No,Mailed check,24.05,1764.75,0,No,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,71,Low
4197,2018-04-01,,Month-to-month,Yes,Electronic check,84.75,1816.75,0,Fiber optic,No,No,No,No,No,Yes,Female,0,No,Yes,Yes,22,High
4198,2015-10-01,,Two year,No,Mailed check,23.05,1255.1,0,No,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,53,Low
4199,2015-04-01,2019-11-01,One year,Yes,Electronic check,104.15,5743.05,1,Fiber optic,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,56,Very High
4200,2014-09-01,,Two year,No,Credit card (automatic),59.95,3921.1,0,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,No,No,Unknown,66,Medium
4201,2014-02-01,,Two year,No,Bank transfer (automatic),19.55,1463.45,0,No,No,No,No,No,No,No,Female,0,Yes,Yes,No,73,Low
4202,2019-04-01,,One year,No,Bank transfer (automatic),19.6,189.45,0,No,No,No,No,No,No,No,Male,0,Yes,No,No,10,Low
4203,2019-07-01,,One year,No,Mailed check,20.05,96.8,0,No,No,No,No,No,No,No,Female,0,No,Yes,No,7,Low
4204,2019-09-01,,Month-to-month,Yes,Electronic check,85.55,408.5,0,Fiber optic,No,Yes,No,No,No,Yes,Male,1,No,No,No,5,High
4205,2018-02-01,,Two year,No,Credit card (automatic),78.6,1846.65,0,DSL,Yes,No,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,24,High
4206,2014-02-01,,Two year,Yes,Credit card (automatic),116.8,8456.75,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,73,Very High
4207,2018-05-01,,Month-to-month,Yes,Mailed check,43.55,1011.5,0,DSL,Yes,No,No,Yes,Yes,No,Male,0,No,No,Unknown,21,Medium
4208,2014-05-01,,One year,Yes,Credit card (automatic),60.8,4263.4,0,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Unknown,70,Medium
4209,2016-06-01,,Month-to-month,Yes,Bank transfer (automatic),54.9,2549.1,0,DSL,No,Yes,No,Yes,No,No,Male,0,Yes,Yes,No,45,Medium
4210,2015-01-01,,One year,Yes,Electronic check,65.2,3965.05,0,DSL,No,No,Yes,No,Yes,No,Female,1,Yes,Yes,Yes,62,Medium
4211,2017-11-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),102.95,2496.7,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,No,No,Yes,24,Very High
4212,2019-12-01,2020-01-01,Month-to-month,No,Electronic check,90.6,90.6,1,Fiber optic,No,No,No,No,Yes,Yes,Female,0,No,No,No,1,High
4213,2019-06-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),50.8,288.05,1,DSL,No,No,No,Yes,No,No,Female,0,No,No,No,6,Medium
4214,2019-07-01,2019-11-01,Month-to-month,Yes,Electronic check,90.05,368.1,1,Fiber optic,No,Yes,No,No,No,Yes,Male,0,No,No,Yes,4,High
4215,2014-02-01,,Two year,Yes,Electronic check,108.2,7840.6,0,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,73,Very High
4216,2014-02-01,,Two year,No,Bank transfer (automatic),92.0,6632.75,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,73,High
4217,2018-12-01,,Month-to-month,Yes,Electronic check,75.1,1013.35,0,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,Yes,14,High
4218,2019-07-01,,Month-to-month,Yes,Bank transfer (automatic),25.05,152.95,0,No,No,No,No,No,No,No,Male,0,No,No,Yes,7,Low
4219,2016-02-01,,One year,No,Electronic check,75.15,3772.65,0,Fiber optic,No,Yes,No,No,No,No,Female,0,No,No,No,49,High
4220,2015-07-01,,One year,No,Mailed check,19.5,1026.35,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,No,56,Low
4221,2020-01-01,,Month-to-month,No,Credit card (automatic),19.3,19.3,0,No,No,No,No,No,No,No,Male,0,No,No,No,1,Low
4222,2016-05-01,,One year,No,Credit card (automatic),112.2,5031.85,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,No,46,Very High
4223,2019-11-01,,Month-to-month,Yes,Mailed check,70.3,220.4,0,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,3,High
4224,2014-03-01,,Two year,No,Mailed check,19.6,1416.5,0,No,No,No,No,No,No,No,Female,0,Yes,No,No,72,Low
4225,2019-06-01,,Month-to-month,No,Mailed check,20.25,158.35,0,No,No,No,No,No,No,No,Male,0,Yes,No,No,8,Low
4226,2019-09-01,2019-12-01,Month-to-month,Yes,Electronic check,75.85,256.6,1,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,3,High
4227,2014-05-01,,Two year,No,Bank transfer (automatic),80.65,5542.55,0,DSL,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,Yes,No,70,High
4228,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,68.5,68.5,1,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,1,Medium
4229,2014-02-01,,Two year,Yes,Credit card (automatic),115.75,8443.7,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,1,Yes,No,Yes,73,Very High
4230,2019-02-01,2020-01-01,Month-to-month,Yes,Electronic check,73.5,791.75,1,Fiber optic,Yes,No,No,No,No,No,Male,0,No,No,No,11,High
4231,2014-03-01,,Two year,No,Bank transfer (automatic),80.6,5708.2,0,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,No,No,Yes,72,High
4232,2019-10-01,2019-11-01,Month-to-month,Yes,Mailed check,69.95,69.95,1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1,High
4233,2017-05-01,,Two year,No,Bank transfer (automatic),59.55,2016.3,0,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,Unknown,34,Medium
4234,2018-10-01,,One year,No,Mailed check,19.05,326.65,0,No,No,No,No,No,No,No,Female,0,No,No,No,16,Low
4235,2015-06-01,,One year,No,Electronic check,95.65,5471.75,0,Fiber optic,Yes,Yes,Yes,Yes,No,No,Female,1,Yes,No,Yes,57,Very High
4236,2020-01-01,,Month-to-month,No,Credit card (automatic),19.95,19.95,0,No,No,No,No,No,No,No,Female,0,No,No,No,1,Low
4237,2019-05-01,2019-10-01,Month-to-month,Yes,Electronic check,70.05,346.4,1,DSL,No,No,Yes,No,Yes,Yes,Male,0,No,No,No,5,High
4238,2015-05-01,,One year,No,Mailed check,19.4,1061.6,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,No,58,Low
4239,2015-06-01,,One year,Yes,Credit card (automatic),36.1,1971.5,0,DSL,No,Yes,Yes,No,No,No,Male,0,Yes,Yes,Unknown,57,Low
4240,2019-05-01,2020-01-01,Month-to-month,Yes,Electronic check,94.0,773.65,1,Fiber optic,No,Yes,Yes,No,Yes,No,Male,0,No,No,Yes,8,Very High
4241,2017-12-01,2019-10-01,Month-to-month,No,Mailed check,61.15,1422.05,1,DSL,Yes,Yes,Yes,No,No,No,Female,0,Yes,Yes,No,22,Medium
4242,2020-01-01,,Month-to-month,No,Mailed check,19.75,19.75,0,No,No,No,No,No,No,No,Female,0,No,No,No,1,Low
4243,2016-10-01,,Month-to-month,Yes,Credit card (automatic),64.1,2460.35,0,DSL,Yes,No,No,Yes,Yes,No,Female,0,No,Yes,No,41,Medium
4244,2016-04-01,,Two year,No,Credit card (automatic),19.75,856.5,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,No,47,Low
4245,2014-11-01,,Two year,No,Mailed check,19.7,1275.85,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,No,64,Low
4246,2014-06-01,,Two year,Yes,Electronic check,110.2,7467.5,0,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,69,Very High
4247,2014-05-01,,Two year,Yes,Credit card (automatic),106.35,7261.75,0,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,Yes,No,70,Very High
4248,2015-06-01,,Month-to-month,No,Electronic check,90.55,5116.6,0,Fiber optic,No,Yes,Yes,Yes,No,No,Female,0,Yes,No,Yes,57,High
4249,2019-04-01,,One year,Yes,Mailed check,65.9,660.05,0,DSL,No,Yes,Yes,No,No,Yes,Female,0,Yes,Yes,No,10,Medium
4250,2014-11-01,,One year,No,Credit card (automatic),104.5,6590.8,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Male,0,No,No,Yes,64,Very High
4251,2018-02-01,,Two year,Yes,Mailed check,52.5,1208.15,0,DSL,Yes,Yes,Yes,Yes,No,Yes,Female,0,Yes,Yes,Unknown,24,Medium
4252,2018-07-01,,Month-to-month,Yes,Mailed check,56.1,1033.9,0,DSL,No,No,Yes,No,No,No,Female,0,No,No,Yes,19,Medium
4253,2018-04-01,,Month-to-month,Yes,Electronic check,88.75,1885.15,0,Fiber optic,No,No,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,22,High
4254,2017-08-01,2020-01-01,Month-to-month,Yes,Electronic check,84.45,2467.1,1,Fiber optic,Yes,Yes,No,No,No,No,Male,0,Yes,No,Yes,29,High
4255,2018-10-01,2019-11-01,One year,Yes,Mailed check,75.3,989.45,1,DSL,No,No,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,13,High
4256,2014-04-01,,Two year,Yes,Bank transfer (automatic),26.0,2006.95,0,No,No,No,No,No,No,No,Female,0,Yes,No,Yes,71,Low
4257,2016-01-01,,Month-to-month,No,Electronic check,99.4,5025.0,0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,No,50,Very High
4258,2016-04-01,2019-11-01,One year,Yes,Mailed check,109.55,4830.25,1,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,1,Yes,No,Yes,44,Very High
4259,2019-08-01,2019-11-01,Month-to-month,Yes,Mailed check,19.6,59.75,1,No,No,No,No,No,No,No,Female,0,No,No,No,3,Low
4260,2016-08-01,,One year,No,Electronic check,73.15,3088.25,0,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,43,High
4261,2015-05-01,,One year,Yes,Mailed check,54.65,3134.7,0,DSL,No,Yes,No,Yes,No,No,Male,0,No,No,No,58,Medium
4262,2019-11-01,2020-01-01,Month-to-month,No,Bank transfer (automatic),66.4,94.55,1,DSL,Yes,No,Yes,No,Yes,No,Male,1,No,No,No,2,Medium
4263,2014-02-01,,Two year,Yes,Credit card (automatic),115.55,8312.4,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,73,Very High
4264,2016-04-01,,Month-to-month,Yes,Electronic check,104.45,4863.85,0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,1,No,No,Yes,47,Very High
4265,2014-04-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),100.05,6871.9,1,Fiber optic,No,No,No,Yes,Yes,Yes,Male,1,Yes,No,Yes,67,Very High
4266,2014-11-01,2020-01-01,One year,No,Electronic check,102.0,6529.25,1,Fiber optic,Yes,Yes,No,Yes,No,Yes,Male,0,No,No,Yes,63,Very High
4267,2014-02-01,,Two year,Yes,Bank transfer (automatic),91.15,6637.9,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,73,High
4268,2017-03-01,,One year,Yes,Electronic check,89.7,3165.6,0,Fiber optic,No,Yes,No,Yes,Yes,No,Male,0,Yes,Yes,No,36,High
4269,2018-07-01,2019-12-01,Month-to-month,No,Credit card (automatic),90.2,1454.15,1,Fiber optic,Yes,Yes,Yes,No,No,No,Male,0,Yes,No,Yes,17,High
4270,2014-02-01,,Two year,Yes,Electronic check,92.4,6786.1,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,73,High
4271,2017-10-01,,One year,No,Mailed check,19.9,543.0,0,No,No,No,No,No,No,No,Female,0,Yes,Yes,No,28,Low
4272,2015-04-01,2019-12-01,Two year,Yes,Credit card (automatic),25.15,1327.15,1,No,No,No,No,No,No,No,Male,0,Yes,No,Yes,57,Low
4273,2017-05-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),79.85,2404.15,1,Fiber optic,No,No,No,Yes,No,No,Female,0,No,No,Yes,31,High
4274,2016-05-01,,One year,No,Bank transfer (automatic),18.85,867.3,0,No,No,No,No,No,No,No,Male,0,No,No,No,46,Low
4275,2020-01-01,,Month-to-month,Yes,Mailed check,25.75,25.75,0,No,No,No,No,No,No,No,Female,0,No,No,Yes,1,Low
4276,2019-10-01,2019-12-01,Month-to-month,Yes,Mailed check,49.6,114.7,1,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,2,Medium
4277,2019-08-01,,Month-to-month,Yes,Mailed check,20.95,109.5,0,No,No,No,No,No,No,No,Female,0,No,No,No,6,Low
4278,2016-02-01,,One year,Yes,Electronic check,97.05,4692.95,0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,No,49,Very High
4279,2018-01-01,,Month-to-month,Yes,Bank transfer (automatic),25.4,546.85,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,25,Low
4280,2014-10-01,,Two year,Yes,Bank transfer (automatic),19.7,1274.05,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,No,65,Low
4281,2015-12-01,,Month-to-month,Yes,Mailed check,35.0,1782.4,0,DSL,Yes,Yes,No,No,No,No,Male,0,No,No,Unknown,51,Low
4282,2015-10-01,,One year,No,Bank transfer (automatic),101.25,5301.1,0,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,53,Very High
4283,2019-10-01,,Month-to-month,Yes,Electronic check,70.2,280.35,0,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,No,4,High
4284,2017-06-01,,Month-to-month,No,Electronic check,90.95,2897.95,0,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,No,32,High
4285,2016-05-01,,Two year,No,Credit card (automatic),73.85,3371.0,0,DSL,Yes,Yes,No,Yes,Yes,No,Male,0,Yes,Yes,Yes,46,High
4286,2019-05-01,,Month-to-month,Yes,Electronic check,88.05,801.3,0,Fiber optic,Yes,No,No,No,No,Yes,Male,0,Yes,No,Yes,9,High
4287,2014-07-01,2020-01-01,One year,Yes,Credit card (automatic),105.95,6975.25,1,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,1,Yes,No,Yes,67,Very High
4288,2019-07-01,2019-10-01,Month-to-month,No,Electronic check,91.85,257.05,1,Fiber optic,No,No,Yes,No,No,Yes,Male,0,No,Yes,Yes,3,High
4289,2015-08-01,,Two year,No,Mailed check,20.1,1079.45,0,No,No,No,No,No,No,No,Female,0,No,No,No,55,Low
4290,2019-10-01,2019-11-01,Month-to-month,No,Electronic check,40.1,40.1,1,DSL,No,No,No,Yes,Yes,No,Female,0,Yes,Yes,Unknown,1,Low
4291,2014-10-01,,Two year,No,Bank transfer (automatic),110.3,6997.3,0,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,65,Very High
4292,2017-06-01,2020-01-01,Month-to-month,Yes,Electronic check,73.9,2217.15,1,Fiber optic,No,No,No,No,No,No,Female,1,No,No,Yes,31,High
4293,2018-09-01,2019-11-01,Month-to-month,Yes,Mailed check,89.8,1129.1,1,Fiber optic,No,No,No,No,Yes,Yes,Female,0,No,No,No,14,High
4294,2019-02-01,,One year,Yes,Credit card (automatic),85.15,979.05,0,Fiber optic,Yes,No,No,No,Yes,No,Female,0,No,No,No,12,High
4295,2014-07-01,,One year,Yes,Bank transfer (automatic),60.95,4119.4,0,DSL,Yes,Yes,No,Yes,No,No,Male,1,Yes,No,No,68,Medium
4296,2017-01-01,2019-12-01,Month-to-month,No,Electronic check,72.25,2568.55,1,DSL,Yes,No,Yes,Yes,Yes,No,Female,0,Yes,Yes,Yes,35,High
4297,2016-05-01,,Two year,No,Mailed check,73.55,3349.1,0,DSL,Yes,No,No,Yes,No,Yes,Female,0,No,No,Yes,46,High
4298,2019-04-01,,Month-to-month,No,Mailed check,46.0,492.1,0,DSL,No,No,No,No,No,No,Male,0,No,No,No,10,Medium
4299,2017-09-01,,Month-to-month,Yes,Bank transfer (automatic),58.55,1718.95,0,DSL,Yes,Yes,No,No,No,No,Female,1,No,No,Yes,29,Medium
4300,2018-02-01,,One year,No,Bank transfer (automatic),24.6,605.25,0,No,No,No,No,No,No,No,Female,0,No,No,Yes,24,Low
4301,2014-08-01,,Two year,Yes,Mailed check,19.75,1344.5,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,No,67,Low
4302,2015-11-01,,One year,No,Mailed check,86.35,4267.15,0,Fiber optic,Yes,No,No,No,Yes,No,Male,0,No,No,No,52,High
4303,2016-05-01,,Two year,No,Mailed check,25.5,1121.05,0,No,No,No,No,No,No,No,Female,0,Yes,No,Yes,46,Low
4304,2016-01-01,,One year,No,Credit card (automatic),19.0,918.7,0,No,No,No,No,No,No,No,Female,0,Yes,No,No,50,Low
4305,2017-09-01,,Two year,Yes,Mailed check,19.55,521.8,0,No,No,No,No,No,No,No,Female,0,Yes,No,No,29,Low
4306,2016-10-01,,Month-to-month,Yes,Credit card (automatic),110.1,4469.1,0,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,41,Very High
4307,2016-09-01,2019-10-01,Month-to-month,Yes,Electronic check,96.55,3580.3,1,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,Yes,38,Very High
4308,2018-01-01,,Month-to-month,No,Electronic check,69.75,1729.35,0,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,25,High
4309,2018-04-01,,Month-to-month,Yes,Electronic check,50.6,1073.3,0,DSL,No,No,Yes,No,Yes,Yes,Female,0,No,No,Unknown,22,Medium
4310,2014-02-01,,Two year,Yes,Bank transfer (automatic),65.6,4566.5,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Unknown,73,Medium
4311,2019-06-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),40.1,293.3,1,DSL,No,Yes,No,No,No,Yes,Female,0,No,No,Unknown,7,Low
4312,2017-05-01,,Two year,No,Credit card (automatic),82.1,2603.1,0,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,34,High
4313,2018-03-01,,Month-to-month,Yes,Mailed check,79.1,1783.75,0,Fiber optic,No,Yes,No,Yes,No,No,Female,0,No,No,No,23,High
4314,2017-12-01,2019-12-01,Month-to-month,Yes,Electronic check,101.25,2440.15,1,Fiber optic,No,Yes,No,No,Yes,Yes,Male,1,No,No,Yes,24,Very High
4315,2019-11-01,2019-12-01,Month-to-month,No,Electronic check,79.55,79.55,1,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,No,1,High
4316,2014-05-01,,Two year,No,Mailed check,90.65,6322.1,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,70,High
4317,2019-11-01,,One year,Yes,Credit card (automatic),20.55,57.4,0,No,No,No,No,No,No,No,Female,0,No,Yes,No,3,Low
4318,2015-06-01,,One year,Yes,Bank transfer (automatic),75.75,4284.65,0,DSL,No,Yes,No,Yes,Yes,Yes,Male,0,No,No,No,57,High
4319,2014-09-01,,One year,Yes,Credit card (automatic),110.0,7138.65,0,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,66,Very High
4320,2014-03-01,,One year,No,Electronic check,20.85,1539.75,0,No,No,No,No,No,No,No,Male,0,Yes,No,No,72,Low
4321,2018-12-01,,Month-to-month,Yes,Bank transfer (automatic),80.35,1058.1,0,Fiber optic,No,No,Yes,No,No,No,Female,1,No,No,Yes,14,High
4322,2019-12-01,,Month-to-month,Yes,Electronic check,70.15,123.8,0,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,2,High
4323,2017-02-01,2019-10-01,One year,No,Electronic check,84.05,2781.85,1,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,Yes,32,High
4324,2016-10-01,,Month-to-month,No,Electronic check,67.45,2731.0,0,DSL,Yes,No,Yes,No,No,Yes,Male,0,No,No,No,41,Medium
4325,2020-01-01,,Month-to-month,No,Credit card (automatic),20.75,20.75,0,No,No,No,No,No,No,No,Male,0,No,No,No,1,Low
4326,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,89.1,89.1,1,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,No,No,1,High
4327,2019-07-01,,Month-to-month,Yes,Mailed check,69.9,497.3,0,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,7,High
4328,2018-11-01,,Month-to-month,Yes,Electronic check,51.1,711.15,0,DSL,No,No,No,No,No,No,Female,0,Yes,No,Yes,15,Medium
4329,2018-07-01,2019-12-01,Month-to-month,No,Electronic check,94.4,1607.2,1,Fiber optic,Yes,No,Yes,No,Yes,No,Female,0,Yes,Yes,Yes,17,Very High
4330,2018-05-01,2019-12-01,Month-to-month,Yes,Electronic check,78.25,1490.95,1,Fiber optic,No,Yes,Yes,No,No,No,Male,0,No,No,No,19,High
4331,2014-03-01,,Two year,No,Bank transfer (automatic),25.55,1898.1,0,No,No,No,No,No,No,No,Male,0,No,No,Yes,72,Low
4332,2015-08-01,,Two year,No,Bank transfer (automatic),60.0,3273.95,0,DSL,Yes,No,No,Yes,No,No,Female,0,Yes,Yes,Yes,55,Medium
4333,2017-07-01,,Month-to-month,Yes,Credit card (automatic),90.55,2929.75,0,Fiber optic,Yes,Yes,No,Yes,No,No,Male,0,Yes,No,Yes,32,High
4334,2019-03-01,,Month-to-month,No,Electronic check,76.4,838.7,0,Fiber optic,Yes,No,No,No,No,No,Female,0,No,No,No,11,High
4335,2018-08-01,,Month-to-month,Yes,Electronic check,84.95,1443.65,0,Fiber optic,No,No,Yes,No,No,Yes,Female,1,No,No,No,18,High
4336,2014-02-01,,Two year,Yes,Bank transfer (automatic),110.1,7746.7,0,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Female,1,No,No,Yes,73,Very High
4337,2014-03-01,,Month-to-month,Yes,Credit card (automatic),99.65,6951.15,0,Fiber optic,No,Yes,No,No,Yes,Yes,Female,1,No,No,Yes,72,Very High
4338,2019-09-01,,Month-to-month,No,Credit card (automatic),45.4,214.75,0,DSL,No,No,Yes,Yes,Yes,No,Male,1,No,No,Unknown,5,Medium
4339,2016-12-01,,One year,No,Credit card (automatic),69.0,2669.45,0,DSL,No,No,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,39,High
4340,2019-09-01,,Month-to-month,Yes,Bank transfer (automatic),48.65,235.2,0,DSL,No,No,No,Yes,No,No,Male,0,No,Yes,No,5,Medium
4341,2019-09-01,2019-11-01,Month-to-month,Yes,Electronic check,44.15,92.65,1,DSL,No,No,No,No,No,No,Male,1,No,No,No,2,Medium
4342,2015-10-01,,Two year,No,Bank transfer (automatic),59.85,3103.25,0,DSL,Yes,No,Yes,No,No,No,Female,1,No,No,Yes,53,Medium
4343,2019-02-01,2019-10-01,Month-to-month,Yes,Electronic check,75.75,606.25,1,Fiber optic,No,No,No,No,No,No,Female,1,No,No,Yes,8,High
4344,2014-06-01,,Two year,Yes,Electronic check,80.65,5330.2,0,DSL,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,69,High
4345,2014-05-01,,One year,Yes,Credit card (automatic),20.55,1403.1,0,No,No,No,No,No,No,No,Male,0,Yes,Yes,No,70,Low
4346,2016-08-01,,Month-to-month,Yes,Credit card (automatic),66.4,2727.8,0,DSL,Yes,Yes,No,Yes,No,No,Female,0,Yes,No,Yes,43,Medium
4347,2015-12-01,,Two year,Yes,Mailed check,100.2,5038.45,0,Fiber optic,No,Yes,No,Yes,Yes,Yes,Female,0,No,No,No,51,Very High
4348,2019-12-01,2020-01-01,Month-to-month,Yes,Mailed check,19.1,19.1,1,No,No,No,No,No,No,No,Female,0,No,No,No,1,Low
4349,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,80.3,80.3,1,Fiber optic,Yes,No,No,No,No,No,Male,1,Yes,No,Yes,1,High
4350,2017-05-01,,Month-to-month,Yes,Credit card (automatic),44.55,1462.6,0,DSL,No,No,No,No,No,No,Male,0,Yes,No,No,34,Medium
4351,2019-07-01,,Month-to-month,No,Mailed check,20.35,150.6,0,No,No,No,No,No,No,No,Female,0,No,No,No,7,Low
4352,2014-10-01,,Month-to-month,Yes,Electronic check,91.8,5960.5,0,Fiber optic,Yes,Yes,Yes,No,No,No,Male,0,Yes,Yes,Yes,65,High
4353,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,74.9,74.9,1,Fiber optic,No,No,Yes,No,No,No,Female,0,No,No,No,1,High
4354,2015-03-01,,Two year,Yes,Bank transfer (automatic),20.2,1192.3,0,No,No,No,No,No,No,No,Male,0,No,No,No,60,Low
4355,2019-08-01,,Month-to-month,No,Electronic check,50.35,314.55,0,DSL,No,No,No,No,No,No,Female,0,Yes,No,Yes,6,Medium
4356,2019-11-01,,Month-to-month,No,Mailed check,18.8,56.0,0,No,No,No,No,No,No,No,Female,0,No,No,No,3,Low
4357,2018-11-01,,Month-to-month,No,Credit card (automatic),20.45,330.8,0,No,No,No,No,No,No,No,Female,0,Yes,No,No,15,Low
4358,2019-01-01,,One year,Yes,Electronic check,64.75,877.35,0,DSL,No,No,No,No,Yes,Yes,Male,0,Yes,Yes,No,13,Medium
4359,2018-03-01,,Month-to-month,Yes,Credit card (automatic),98.7,2249.1,0,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,No,No,Yes,23,Very High
4360,2017-07-01,,Month-to-month,No,Electronic check,89.45,2807.65,0,Fiber optic,Yes,No,No,No,Yes,No,Male,1,Yes,No,Yes,32,High
4361,2017-09-01,,One year,Yes,Electronic check,58.75,1696.2,0,DSL,Yes,Yes,No,Yes,No,No,Male,0,No,No,No,29,Medium
4362,2016-01-01,,One year,No,Credit card (automatic),20.7,1032.05,0,No,No,No,No,No,No,No,Female,0,Yes,No,No,50,Low
4363,2015-06-01,,Month-to-month,Yes,Bank transfer (automatic),85.6,4902.8,0,Fiber optic,No,No,No,No,Yes,No,Female,0,Yes,No,Yes,57,High
4364,2014-11-01,,Two year,Yes,Credit card (automatic),80.3,4995.35,0,DSL,Yes,Yes,Yes,Yes,No,Yes,Female,0,No,No,Yes,64,High
4365,2014-11-01,,Two year,No,Credit card (automatic),79.8,5034.05,0,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,64,High
4366,2018-02-01,,Month-to-month,Yes,Electronic check,79.85,1857.75,0,Fiber optic,Yes,No,No,No,No,No,Male,1,Yes,Yes,Yes,24,High
4367,2017-02-01,,One year,No,Credit card (automatic),54.1,1992.85,0,DSL,No,No,Yes,Yes,No,No,Male,1,Yes,No,No,36,Medium
4368,2019-01-01,2019-10-01,Month-to-month,Yes,Electronic check,80.85,751.65,1,Fiber optic,No,No,No,No,Yes,No,Female,1,No,No,No,9,High
